deputado,a		deputada, deputado	a deputada, o deputado	/ɐ dɨpuˈtadɐ | u dɨpuˈtadu/	/a depuˈtadɐ | u depuˈtadu/	sf / sm	Representante eleito para integrar um parlamento ou assembleia legislativa.		deputy	/ˈdɛpjəti/	/ˈdepjʊti/				diputada, diputado						député, députée						Abgeordneter, Abgeordnete						diputada, diputat						deputato, deputata												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
a desenhador (designer)	<img src="_desenhadora.JPG">	a desenhadora	a desenhadora	/ɐ dɨzɨɲɐˈdɔɾɐ/	/a dezeɲaˈdɔɾɐ/	sf	Profissional (fem.) que cria desenhos técnicos ou artísticos, muitas vezes relacionado a design ou engenharia.		designer						diseñador						concepteur						Designer						dissenyador						designer												Portugues::Adjetivos Portugues::Curso::1A2 Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Descripçao Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::People::Description Vocabulary::People::Personality Vocabulary::Work_n_Career::Profession
doutora		doutora	a doutora	/ɐ doˈtɔɾɐ/	/a doˈtɔɾɐ/	sf	Forma de tratamento ou título para uma mulher com doutorado ou médica.		doctor (f)	/ˈdɑktə˞/	/ˈdɒktə/				doctora						docteure						Ärztin						metgessa						dottoressa												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
empresa		empresa	a empresa	/ɐ ẽˈpɾɛzɐ/	/a ẽˈpɾɛzɐ/	sf	Organização ou estabelecimento com fins lucrativos.		company						empresa						entreprise						Firma						empresa						azienda												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
enfermeira		enfermeira	a enfermeira	/ɐ ẽfɨɾˈmɐjɾɐ/	/a ẽfeʁˈmejɾɐ/	sf	Profissional feminina que presta cuidados de saúde a pacientes.		nurse (f)	/ˈnɜ˞s/	/ˈnɜːs/				enfermera						infirmière						Krankenpflegerin						infermera						infermiera												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
empregada de mesa (PT)		empregada de mesa	a empregada de mesa	/ɐ ẽpɾɨˈɡadɐ dɨ ˈmɛzɐ/	/a ẽpɾeˈɡadɐ dʒi ˈmɛzɐ/	sf	Em Portugal, a mulher que serve à mesa em restaurantes ou cafés.		waitress	/ˈweɪtrəs/	/ˈweɪtrəs/				camarera (PT)						serveuse						Kellnerin						camarera						cameriera												Lugares::Portugal Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
empresária		empresária	a empresária	/ɐ ẽpɾɨˈzaɾiɐ/	/a ẽpɾeˈzaɾiɐ/	sf	Mulher que administra ou dirige um negócio ou empresa.		businesswoman	/ˈbɪznəsˌwʊmən/	/ˈbɪznɪsˌwʊmən/				empresaria						femme d&amp;amp;#x27;affaires						Geschäftsfrau						empresària						donna d&amp;amp;#x27;affari												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
engenheira informática		engenheira informática	a engenheira informática	/ɐ ẽʒɨˈɲɐjɾɐ ĩfuɾˈmatikɐ/	/a ẽʒeˈɲejɾɐ ĩfoʁˈmatʃikɐ/	sf	Profissional feminina especializada em engenharia de software ou hardware.		IT engineer (f)	/ɪt ˌɛndʒəˈnɪr/	/ɪt ˌendʒɪˈnɪə/				ingeniera informática						ingénieure informatique						Ingenieurin für Informatik						enginyera informàtica						ingegnera informatica												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
engenheira		engenheira	a engenheira	/ɐ ẽʒɨˈɲɐjɾɐ/	/a ẽʒeˈɲejɾɐ/	sf	Profissional feminina que projeta, desenvolve ou supervisiona obras ou sistemas na área da engenharia.		engineer (f)	/ˌɛndʒəˈnɪr/	/ˌendʒɪˈnɪə/				ingeniera						ingénieure						Ingenieurin						enginyera						ingegnera												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
funcionária pública		funcionária pública	a funcionária pública	/ɐ fũsiuˈnaɾiɐ ˈpublikɐ/	/a fũsioˈnaɾiɐ ˈpublikɐ/	sf	Profissional feminina que trabalha para uma instituição do governo.		public servant (f)	/ˈpʰəblɪk ˈsɜ˞vənt/	/ˈpʰʌblɪk ˈsɜːvᵊnt/				funcionaria pública						fonctionnaire						öffentliche Angestellte						funcionària pública						dipendente pubblico												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
garçonete (BR)		garçonete	a garçonete	/ɐ ɡɐɾsuˈnɛtɨ/	/a ɡaʁsoˈnɛtʃi/	sf	No Brasil, a mulher que serve à mesa em restaurantes ou bares.		waitress (BR)	/ˈweɪtrəs/	/ˈweɪtrəs/				camarera (BR)						serveuse						Kellnerin						camarera						cameriera												Lugares::Brasil Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
instrutora de ioga		instrutora de ioga	a instrutora de ioga	/ɐ ĩʃtɾuˈtɔɾɐ dɨ iˈɔɡɐ/	/a ĩstɾuˈtɔɾɐ dʒi iˈɔɡɐ/	sf	A mulher que ensina ou guia práticas de ioga.		yoga instructor (m)	/ˈjoʊɡə ɪnˈstrəktə˞/	/ˈjəʊɡə ɪnˈstrʌktə/				instructora de yoga						instructrice de yoga						Yogalehrerin						instructora de ioga						istruttrice di yoga												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
cabeleireira		cabeleireira	a cabeleireira	/ɐ kɐbɨlɐjˈɾɐjɾɐ/	/a kabelejˈɾejɾɐ/	sf	Profissional feminina que corta e estiliza cabelos.		hairdresser (f)	/ˈhɛrˌdrɛsə˞/	/ˈheəˌdresə/				peluquera						coiffeuse						Friseurin						perruquera						parrucchiera												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
concorrência (competição)		concorrência	a concorrência	/ɐ kõkuˈʁẽsiɐ/	/a kõkoˈʁẽsiɐ/	sf	Competição entre empresas ou profissionais no mercado.		competition						competencia						concours (concours)						Wettbewerb (Wettbewerb)						competició (competició)						concorso (concorso)												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
obra-prima		obra-prima	a obra-prima	/ɐ obɾɐˈpɾimɐ/	/a obɾaˈpɾimɐ/	sf	A melhor obra de um escritor ou de um artista		masterpiece						obra maestra. No confundir con opera-prima (primer trabajo)						chef-d&#x27;œuvre						Meisterwerk						obra mestra						capolavoro												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
oficina		oficina	a oficina	/ɐ ofiˈsinɐ/	/a ofiˈsinɐ/	sf	O lugar onde trabalha um mecânico de automóveis		workshop (car)						taller						atelier						Werkstatt						taller						officina												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
oficina		oficina	a oficina	/ɐ ofiˈsinɐ/	/a ofiˈsinɐ/	sf	O lugar onde trabalha um mecânico de automóveis		workshop (car)						taller						atelier						Werkstatt						taller						officina												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
hospedeira (PT)		hospedeira	a hospedeira	/ɐ oʃpɨˈdɐjɾɐ/	/a ospeˈdejɾɐ/	sf	Profissional feminina que atende passageiros em aviões.		flight attendant (f)	/ˈflaɪt əˈtʰɛndənt/	/ˈflaɪt əˈtʰendᵊnt/				azafata (PT)						hôtesse						Hostess						hostessa						hostess												Lugares::Portugal Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
parteira		parteira	a parteira	/ɐ pɐɾˈtɐjɾɐ/	/a paʁˈtejɾɐ/	sf	É a mulher que assiste aos partos.		midwife						comadrona						sage-femme						Hebamme						llevadora						ostetrica												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
profissão		profissão	a profissão	/ɐ pɾufiˈsɐ̃w̃/	/a pɾofiˈsɐ̃w̃/	sf	Atividade ou ocupação exercida de forma habitual, geralmente remunerada.		profession	/prəˈfɛʃən/	/prəˈfeʃᵊn/				profesión						profession						Beruf						professió						professione												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
professora		professora	a professora	/ɐ pɾufɨˈsɔɾɐ/	/a pɾofeˈsɔɾɐ/	sf	A mulher que ensina ou dá aulas em uma escola, colégio ou universidade.		teacher (f)	/ˈtʰiːtʃə˞/	/ˈtʰiːtʃə/				profesora						enseignante						Lehrerin						mestra						insegnante												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
reforma antecipada (PT)		reforma antecipada	a reforma antecipada	/ɐ ʁɨˈfɔɾmɐ ɐ̃tɨsiˈpadɐ/	/a ʁeˈfɔʁmɐ ɐ̃tesiˈpadɐ/	sf	Retirada do trabalhador de sua função antes da idade normal de aposentadoria.		early retirement						jubilación anticipada (PT)						retraite anticipée (PT)						Frühpensionierung (PT)						jubilació anticipada (PT)						pensionamento anticipato (PT)												Lugares::Portugal Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
reforma (PT)		reforma	a reforma	/ɐ ʁɨˈfɔɾmɐ/	/a ʁeˈfɔʁmɐ/	sf	Plano de aposentadoria ou benefício dado após o fim da carreira profissional.		retirement (PT)						jubilación (PT)						retraite (PT)						Ruhestand (PT)						jubilació (PT)						stipendio												Lugares::Portugal Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
cenografia		cenografia	a cenografia	/ɐ sɨnuɡɾɐˈfiɐ/	/a senoɡɾaˈfiɐ/	sf	Arte ou técnica para criar cenários cinematográficos ou para espectáculos.		scenography						cenografía						scénographie						Szenografie						escenografia						scenografia												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
demitir		demitir	demitir	/dɨmiˈtiɾ/	/demiˈtʃiʁ/	v	é extinguir um contrato de trabalho por decisão do chefe.		dismiss						despedir						licencier						entlassen						acomiadar						licenziare												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
demitir-se		demitir-se	demitir-se	/dɨmiˈtiɾsɨ/	/demiˈtʃiʁsi/	v	é abandonar voluntariamente um emprego ou um cargo.		resign						renunciar, dimitir						démissionner						Rücktritt						dimitir						dimissioni												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
destituir		destituir	destituir	/dɨʃtiˈtujɾ/	/destʃiˈtujʁ/	v	Remover alguém de uma posição ou função.		dismiss						despedir						licencier						entlassen						acomiadar						licenziare												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
científico (adj)		científico	científico	/siẽˈtifiku/	/siẽˈtʃifiku/	adj m	Relativo à ciência ou às ciências.		scientific						(adj) científico, como en &quot;campo científico&quot;						scientifique						wissenschaftlich						científic						scientifico												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
dia de folga		dia de folga	o dia de folga	/u ˈdiɐ dɨ ˈfɔɫɡɐ/	/u ˈdʒiɐ dʒi ˈfɔwɡɐ/	sm	Um dia em que se suspende o trabalho, geralmente como descanso.		day off						día de descanso						jour de congé						freier Tag						dia lliure						giorno libero												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
dono de casa (BR)	<img src="_househusband.JPG">	dono de casa, dona de casa	o dono de casa, a dona de casa	/u ˈdɔnu dɨ ˈkazɐ | ɐ ˈdonɐ dɨ ˈkazɐ/	/u ˈdɔnu dʒi ˈkazɐ | a ˈdonɐ dʒi ˈkazɐ/	sm / sf	No Brasil, pessoa que administra o lar, cuidando das tarefas domésticas e da família.		househusband, housewife						amo,a de casa (Brasil)						mari au foyer, femme au foyer (BR)						Hausmann, Hausfrau (BR)						marit de casa, mestressa de casa (BR)						casalingo, casalinga (BR)												Lugares::Brasil Portugues::Adjetivos Portugues::Curso::1A2 Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Descripçao Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::People::Description Vocabulary::People::Personality
químico, a		químico, química	o químico, a química	/u ˈkimiku | ɐ ˈkimikɐ/	/u ˈkimiku | a ˈkimikɐ/	sm / sf	Profissional que se dedica à química, estudando substâncias e suas transformações.		chemist	/ˈkʰɛmɪst/	/ˈkʰemɪst/				químico, química						chimiste						Chemiker						químic, química						chimico, chimica												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
mago		mago	o mago	/u ˈmaɡu/	/u ˈmaɡu/	sm	Persona que hace magia, gracias a su vasta sabiduria, a sus poderes y al conocimiento de las fuerzas de la naturaleza como Merlim.		magician, like a wizard						hechicero, mago (ficción). También los tres reyes que fueron a adorar a Jesús recién nacido (os Reis Magos)						magicien, comme un sorcier						Zauberer, wie ein Zauberer						mag, com un mag						mago, come un mago												Portugues::Curso::1A2 Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
mágico		mágico	o mágico	/u ˈmaʒiku/	/u ˈmaʒiku/	sm	é a pessoa que faz truques de ilusionismo.		magician (magic tricks)						mago, ilusionista						magicien (tours de magie)						Zauberer (Zaubertricks)						mag (trucs de màgia)						mago (trucchi di magia)												Portugues::Curso::1A2 Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Descripçao Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::People::Description Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
médico, a		médico, médica	o médico, a médica	/u ˈmɛdiku | ɐ ˈmɛdikɐ/	/u ˈmɛdʒiku | a ˈmɛdʒikɐ/	sm / sf	Profissional de saúde qualificado para diagnosticar e tratar doenças.		doctor	/ˈdɑktə˞/	/ˈdɒktə/				médico, médica						médecin						Arzt, Ärztin						metge, metgessa						medico, medica												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
ótico		ótico	o ótico	/u ˈɔtiku/	/u ˈɔtʃiku/	sm	Profissional especializado em fabricar ou vender lentes e óculos.	tmb. oculista	optician						óptico						opticien						Optiker						òptica						ottico												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
chefe		chefe	o chefe	/u ˈʃɛfɨ/	/u ˈʃɛfi/	sm	Pessoa responsável por coordenar e supervisionar um grupo de trabalho ou uma organização.		chief						jefe						chef						Chef						cap						capo												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Pessoas::Relações_entre_as_pessoas Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::People::Relationships Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
chefe		chefe	o chefe	/u ˈʃɛfɨ/	/u ˈʃɛfi/	sm	Pessoa responsável por coordenar e supervisionar um grupo de trabalho ou uma organização.		chief						jefe						chef						Chef						cap						capo												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
ator		ator	o ator	/u ɐˈtoɾ/	/u aˈtoʁ/	sm	Profissional que interpreta papéis em teatro, cinema ou televisão.		actor	/ˈæktə˞/	/ˈæktə/				actor						acteur						Schauspieler						actor						attore												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
advogado		advogado	o advogado	/u ɐdvuˈɡadu/	/u adʒivoˈɡadu/	sm	Profissional masculino que representa clientes em assuntos jurídicos.		lawyer (m)	/ˈlɑːjə˞/	/ˈlɔɪə/				abogado						avocat						Anwalt						advocat						avvocato												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
aeromoço (BR)		aeromoço	o aeromoço	/u ɐɛɾɔˈmɔsu/	/u aeɾoˈmɔsu/	sm	Profissional masculino que atende passageiros em aviões; termo usado especialmente no Brasil.		flight attendant (m) (BR)	/ˈflaɪt əˈtʰɛndənt/	/ˈflaɪt əˈtʰendᵊnt/				azafato (BR)						steward						Flugbegleiter						hoste						hostess												Lugares::Brasil Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
agricultor, a		agricultor, agricultora	o agricultor, a agricultora	/u ɐɡɾikuɫˈtoɾ | ɐ ɐɡɾikuɫˈtɔɾɐ/	/u aɡɾikuwˈtoʁ | a aɡɾikuwˈtɔɾɐ/	sm / sf	Profissional que trabalha na agricultura, cultivando a terra e produzindo alimentos.		farmer	/ˈfɑːrmə˞/	/ˈfɑːmə/				agricultor, agricultora						agriculteur, agricultrice						Bauer, Bäuerin						agricultor						agricoltore, agricoltrice												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
arquiteto		arquiteto	o arquiteto	/u ɐɾkiˈtɛtu/	/u aʁkiˈtɛtu/	sm	Profissional masculino que projeta e desenha edifícios e espaços.		architect (m)	/ˈɑːrkəˌtɛkt/	/ˈɑːkɪtekt/				arquitecto						architecte						Architekt						arquitecte						architetto												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
arqueólogo		arqueólogo	o arqueólogo	/u ɐɾkɨˈɔluɡu/	/u aʁkeˈɔluɡu/	sm	Especialista no estudo das civilizações antigas através de escavações.		archaeologist						arqueólogo						archéologue						Archäologe						arqueòleg						archeologo												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
assesor de imagem	<img src="_3_porquinhos.JPG">	assesor de imagem	o assessor de imagem	/u ɐsɨˈsɔɾ dɨ iˈmaʒɐ̃j̃/	/u aseˈsɔʁ dʒi iˈmaʒẽj̃/	sm	Profissional responsável por cuidar da aparência e da reputação de pessoas ou empresas.		image consultant						estilista (peluquería y maquillaje)						consultant en image						Imageberater						consultor d&#x27;imatge						consulente d&#x27;immagine												Portugues::Adjetivos Portugues::Curso::1A2 Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Descripçao Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::People::Description Vocabulary::People::Personality
açougueiro (BR)	<img src="_butcher.jpg">	açougueiro	o açougueiro	/u ɐsoˈɡɐjɾu/	/u asoˈɡejɾu/	sm	No Brasil, profissional que trabalha no corte e venda de carne.		butcher						carnicero						boucher (BR)						Metzger (BR)						carnisser (BR)						macellaio (BR)												Lugares::Brasil Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
atelier		atelier	o atelier	/u ɐtɨliˈeɾ/	/u ateliˈeʁ/	sm	O local onde se realizam atividades artísticas ou de design.		studio						taller, estudio (de arte o artesania)						atelier						Atelier						taller						atelier												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
banqueiro, a		banqueiro, a	o banqueiro, a banqueira	/u bɐ̃ˈkɐjɾu | ɐ bɐ̃ˈkɐjɾɐ/	/u bɐ̃ˈkejɾu | a bɐ̃ˈkejɾɐ/	sm / sf	Proprietário ou dirigente de um banco.		banker	/ˈbæŋkə˞/	/ˈbæŋkə/				banquero, a						banquier, banquière						Banker, Bankerin						banquero, a						banchiere												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
barbeiro		barbeiro	o barbeiro	/u bɐɾˈbɐjɾu/	/u baʁˈbejɾu/	sm	Profissional que corta cabelos e faz a barba.		barber	/ˈbɑːrbə˞/	/ˈbɑːbə/				barbero						barbier						Friseur						barber						barbiere												Portugues::Curso::1A2 Portugues::Vocabulario::Cidade::Locais Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::City::Places Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession Vocabulary::Work_n_Career::Workplace
bibliotecário		bibliotecário	o bibliotecário	/u bibliutɨˈkaɾiu/	/u biblioteˈkaɾiu/	sm	Profissional que trabalha em uma biblioteca, organizando e gerenciando os livros e outros materiais.		librarian						bibliotecario						bibliothécaire						Bibliothekar						bibliotecària						bibliotecario												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
biologista		biologista	o biologista	/u biuluˈʒiʃtɐ/	/u bioloˈʒistɐ/	sm	Especialista no estudo da biologia, a ciência dos seres vivos.		biologist	/baɪˈɑːlədʒɪst/	/baɪˈɒlədʒɪst/				biólogo						biologiste						Biologe						biòleg						biologo												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
bombeiro, a		bombeiro, bombeira	o bombeiro, a bombeira	/u bõˈbɐjɾu | ɐ bõˈbɐjɾɐ/	/u bõˈbejɾu | a bõˈbejɾɐ/	sm / sf	Profissional responsável por apagar incêndios e realizar resgates.		firefighter	/ˈfaɪə˞ˌfaɪtə˞/	/ˈfaɪəˌfaɪtə/				bombero, bombera						pompier, pompière						Feuerwehrmann, Feuerwehrfrau						bomber						bombero, bombera												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
bombeiro hidráulico (BR)		bombeiro hidráulico	o bombeiro hidráulico	/u bõˈbɐjɾu iˈdɾawliku/	/u bõˈbejɾu iˈdɾawliku/	sm	Profissional especializado na instalação e manutenção de sistemas hidráulicos.		plumber (BR)						fontanero						plombier (BR)						Klempner (BR)						lampista (BR)						idraulico (BR)												Lugares::Brasil Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
boiadeiro		boiadeiro	o boiadeiro	/u bojɐˈdɐjɾu/	/u bojaˈdejɾu/	sm	Profissional que trabalha com o manejo de gado, especialmente bois.		cowboy						vaquero						cow-boy						Cowboy						vaquer						cowboy												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
diretor, a		diretor, diretora	o diretor, a diretora	/u diɾɨˈtoɾ | ɐ diɾɨˈtɔɾɐ/	/u dʒiɾeˈtoʁ | a dʒiɾeˈtɔɾɐ/	sm / sf	Responsável por liderar e supervisionar uma organização, departamento ou produção.		director	/də˞ˈrɛktə˞/	/daɪˈrektə/				director, directora						directeur, directrice						Direktor, Direktorin						director, directora						direttore, direttrice												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
