espevitado, espevitada		espevitado, espevitada	olhos espevitados	Vivo, ativo, com aparência animada ou desperta.	adj m/f	bright-eyed	Looking lively, active, and alert.	adj	ojos vivaces	-	Aspecto vivo, activo o alerta.	adj m/f		ˈɔʎuʃ ʃpɨviˈtaduʃ	ˈɔʎus ispeviˈtadus		ˈbɹaɪtˈaɪd	ˈbraɪtˈaɪd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
afazeres domésticas		afazeres domésticas	os afazeres domésticos	Tarefas relacionadas ao cuidado e manutenção da casa.	smp	household chores	Tasks related to the care and maintenance of a home.	np	los quehaceres domésticos	los quehaceres domésticos	Tareas relacionadas con el cuidado y mantenimiento del hogar.	sfp		uz ɐfɐˈzeɾɨʒ duˈmɛʃtikuʃ	uz afaˈzeɾes doˈmɛstʃikus		ˈhaʊsˌhoʊld ˈtʃɔrz	ˈhaʊshəʊld ˈtʃɔːz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
sinal		sinal	o sinal	Indício ou marca que aponta para algo; também pode ser uma manifestação física ou visual.	sm	sign	A mark or indication that points to something; can also be a visual or physical manifestation.	n	señal	la señal	Marca o indicio que apunta hacia algo; también puede ser una manifestación física o visual.	sf		u siˈnaɫ	u siˈnaw		ˈsaɪn	ˈsaɪn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
misto		misto	o misto de amargura	Mistura de sensações, sentimentos ou elementos diferentes.	sm	mix of bitterness	A mixture of sensations, feelings, or different elements.	n	mezcla de amargura	la mezcla de amargura	Mezcla de sensaciones, sentimientos o elementos diferentes.	sf		u ˈmiʃtu dɨ ɐmɐɾˈɡuɾɐ	u ˈmistu dʒi ɐmaʁˈɡuɾɐ		ˈmɪks əv ˈbɪtə˞nəs	ˈmɪks əv ˈbɪtənəs																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
agrião, agriões		agrião, agriões	o agrião, os agriões	Planta comestível de sabor levemente picante, usada em saladas.	smp	watercress	An edible plant with a slightly peppery flavor, often used in salads.	np	berro, berros	el berro, los berros	Planta comestible de sabor ligeramente picante, usada en ensaladas.	smp		u ɐɡɾiˈɐ̃w̃ | uz ɐɡɾiˈõj̃ʃ	u aɡɾiˈɐ̃w̃ | uz aɡɾiˈõj̃s		ˈwɔtə˞ˌkɹɛs	ˈwɔːtəkres																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
cidra, cidras		cidra, cidras	a cidra, as cidras	Bebida alcoólica fermentada feita a partir de maçãs; <u>também pode se referir à fruta cítrica</u>.	sfp	cider	Alcoholic beverage made from the fermentation of apples; can also refer to a citrus fruit.	n	cidra, cidras	la cidra, las cidras	Bebida alcohólica fermentada de manzanas; también puede referirse a un fruto cítrico.	sfp		ɐ ˈsidɾɐ | ɐʃ ˈsidɾɐʃ	a ˈsidɾɐ | aʃ ˈsidɾas		ˈsaɪdə˞	ˈsaɪdə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
monocórdico, monocórdica		monocórdico, monocórdica	monocórdico, monocórdica	Que é monótono, sem variação de tom ou emoção.	adj m, adj f	monotonous	Monotonous, without variation in tone or emotion.	adj	monótono, monótona	-	Que es monótono, sin variación de tono o emoción.	adj m, adj f		munuˈkɔɾdiku | munuˈkɔɾdikɐ	monoˈkɔʁdʒiku | monoˈkɔʁdʒikɐ		məˈnɑtnəs	məˈnɒtᵊnəs																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
palrador, palradora		palrador, palradora	palrador	Pessoa que fala muito ou tagarela.	s m/f	chatterbox	Person who talks a lot; talkative.	n	hablador, habladora	el/la hablador, la habladora	Persona que habla mucho o es charlatana.	s m/f		paɫʁɐˈdoɾ	pawʁaˈdoʁ		ˈtʃætə˞ˌbɑks	ˈtʃætəbɒks																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
polonesa		polonesa	a polonesa	Prato típico ou algo originário da Polônia.	sf	polonaise	A dish or something originating from Poland.	n	polonesa	la polonesa	Plato típico o algo originario de Polonia.	sf		ɐ puluˈnezɐ	a poloˈnezɐ		ˌpɑləˈneɪz	ˌpɒləˈneɪz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
culturas (campo)		culturas	as culturas	Atividades de plantio ou práticas agrícolas em determinada região.	sfp	crops	Farming or planting activities in a particular region.	np	cultivos	los cultivos	Actividades de cultivo o prácticas agrícolas en una región determinada.	sfp		ɐʃ kuɫˈtuɾɐʃ	aʃ kuwˈtuɾas		ˈkɹɑps	ˈkrɒps																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
glutão, glutõa		glutão, glutõa	glutão	Pessoa que come em excesso ou com muita voracidade.	s m/f	glutton	Person who eats excessively or voraciously.	n	glotón, glotona	el/la glotón, la glotona	Persona que come en exceso o con mucha voracidad.	s m/f		ɡluˈtɐ̃w̃	ɡluˈtɐ̃w̃		ˈɡlətn̩	ˈɡlʌtᵊn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
dorminhoco, dorminhoca		dorminhoco, dorminhoca	dorminhoco	Pessoa que gosta de dormir muito ou que dorme com frequência.	s m/f	sleeper	Someone who likes to sleep a lot or sleeps often.	n	dormilón, dormilona	el/la dormilón, la dormilona	Persona que le gusta dormir mucho o que duerme con frecuencia.	s m/f		duɾmiˈɲɔku	doʁmiˈɲɔku		ˈslipə˞	ˈsliːpə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
bossa		bossa	a bossa	Protuberância ou calombo em uma superfície, ou no corpo (como nas costas).	sf	bump	A raised area or swelling on a surface or body.	n	bulto	el bulto	Protuberancia o abultamiento en una superficie o en el cuerpo.	sm		ɐ ˈbɔsɐ	a ˈbɔsɐ		ˈbəmp	ˈbʌmp																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
coxear		coxear	coxear	Andar com dificuldade por causa de ferimento ou deficiência numa perna.	v	limp	Walk with difficulty due to an injury or leg defect.	v	cojear	-	Caminar con dificultad debido a una herida o defecto en una pierna.	v		kuʃiˈaɾ	koʃiˈaʁ		ˈlɪmp	ˈlɪmp																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
aleijão		aleijão	o aleijão	Deformidade física, geralmente resultado de um acidente ou doença.	sm	deformity	A physical defect, usually resulting from an accident or illness.	n	deformidad	la deformidad	Deformidad física, usualmente producto de un accidente o enfermedad.	sf		u ɐlɐjˈʒɐ̃w̃	u alejˈʒɐ̃w̃		dɪˈfɔrməti	dɪˈfɔːmɪti																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
pau-santo		pau-santo	o pau-santo	Madeira aromática usada para fins espirituais ou religiosos.	sm	palo santo	Aromatic wood used for spiritual or religious purposes.	n	palo santo	el palo santo	Madera aromática usada con fines espirituales o religiosos.	sm		u pɐwˈsɐ̃tu	u pawˈsɐ̃tu		ˈpʰæloʊ ˈsɑntoʊ	#palo# ˈsɑːntəʊ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
mogno		mogno	o mogno	Tipo de madeira nobre, escura, usada em móveis de luxo.	sm	mahogany	Type of dark, valuable wood used in luxury furniture.	n	caoba	la caoba	Tipo de madera oscura y valiosa utilizada en muebles de lujo.	sf		u ˈmɔɡnu	u ˈmɔɡnu		məˈhɑɡəni	məˈhɒɡᵊni																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
palhinha		palhinha	a palhinha	Material fino e seco, geralmente usado para assentos ou coberturas.	sf	straw	Thin and dry material, often used for seats or covers.	n	pajilla	la pajilla	Material delgado y seco usado generalmente en asientos o coberturas.	sf		ɐ pɐˈʎiɲɐ	a paˈʎiɲɐ		ˈstɹɔ	ˈstrɔː																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
louceiro		louceiro	o louceiro	Móvel ou armário onde se guardam pratos e louças.	sm	crockery cabinet	Furniture or cupboard used to store dishes.	n	aparatador	el aparador	Mueble donde se guardan platos y vajilla.	sm		u loˈsɐjɾu	u loˈsejɾu		ˈkɹɑkə˞ɹi ˈkʰæbnɪt	ˈkrɒkᵊri ˈkʰæbɪnət																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
tecto		tecto	o tecto	Forma europeia de &quot;teto&quot;; parte superior de um espaço interior.	sm	ceiling	The upper interior surface of a room.	n	techo	el techo	Parte superior interior de una habitación.	sm		u ˈtɛktu	u ˈtɛktu		ˈsilɪŋ	ˈsiːlɪŋ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
teia		teia	a teia de aranha	Conjunto de fios finos produzido por aranhas para capturar presas.	sf	spider web	A web made of fine threads spun by spiders to catch prey.	n	telaraña	la telaraña	Conjunto de hilos finos producidos por arañas para atrapar presas.	sf		ɐ ˈtɐjɐ dɨ ɐˈɾɐɲɐ	a ˈtejɐ dʒi aˈɾɐɲɐ		ˈspaɪdə˞ ˈwɛb	ˈspaɪdə ˈweb																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
assinatura		assinatura	a assinatura	Ato ou efeito de assinar; também pode ser um contrato de pagamento periódico.	sf	signature	Act or result of signing; can also refer to a subscription.	n	firma	la firma	Acto de firmar; también puede referirse a una suscripción.	sf		ɐ ɐsinɐˈtuɾɐ	a asinaˈtuɾɐ		ˈsɪɡnətʃə˞	ˈsɪɡnɪtʃə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
petizo, petiza		petizo, petiza	petizo	Criança pequena; menino ou menina.	s m/f	kid	Small child; boy or girl.	n	pequeño, pequeña	el/la pequeño, la pequeña	Niño o niña pequeño(a).	s m/f		pɨˈtizu	peˈtʃizu		ˈkʰɪd	ˈkʰɪd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
piros (da chávena)		piros (da chávena)	piros da chávena	Fragmentos ou cacos de uma xícara quebrada.	smp	cup shards	Fragments or pieces of a broken cup.	np	trozos de taza	los trozos de taza	Fragmentos de una taza rota.	smp		ˈpiɾuʒ dɐ ˈʃavɨnɐ	ˈpiɾus dɐ ˈʃavenɐ		ˈkʰəp ˈʃɑrdz	ˈkʰʌp ˈʃɑːdz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
canivete		canivete	o canivete	Faca pequena e dobrável, usada para múltiplos fins.	sm	pocketknife	Small, foldable knife used for multiple purposes.	n	navaja	la navaja	Cuchillo pequeño y plegable para múltiples usos.	sf		u kɐniˈvɛtɨ	u kɐniˈvɛtʃi		ˈpʰɑkətˌnaɪf	ˈpʰɒkɪtnaɪf																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
brinqueido		brinqueido	o brinquedo	Objeto usado para brincar; geralmente destinado a crianças. (corrigido para *brinquedo*)	sm	toy	Object used for playing, usually intended for children.	n	juguete	el juguete	Objeto utilizado para jugar, generalmente destinado a niños.	sm		u bɾĩˈkɛdu	u bɾĩˈkɛdu		ˈtʰɔɪ	ˈtʰɔɪ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
vidro		vidro	o vidro	Material transparente, frágil, usado em janelas, recipientes etc.	sm	glass	Transparent, fragile material used in windows, containers, etc.	n	vidrio	el vidrio	Material transparente y frágil utilizado en ventanas y recipientes.	sm		u ˈvidɾu	u ˈvidɾu		ˈɡlæs	ˈɡlɑːs																																			Livros::2A2-Misterio-da-Maria-Da-Fonte
essência		essência	a essência	Natureza intrínseca de algo; também pode ser um extrato aromático.	sf	essence	Intrinsic nature of something; also an aromatic extract.	n	esencia	la esencia	Naturaleza intrínseca de algo; también puede ser un extracto aromático.	sf		ɐ ˈsẽsiɐ	a iˈsẽsiɐ		ˈɛsn̩s	ˈesᵊns																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
arrastrado, arrastrada		arrastrado, arrastrada	arrastrado, arrastrada	Que foi puxado ou levado com esforço; também pode indicar alguém abatido ou desanimado.	adj m, adj f	dragged	Something that has been pulled with effort; can also refer to someone disheartened.	adj	arrastrado, arrastrada	-	Que ha sido arrastrado con esfuerzo; también puede referirse a alguien desanimado.	adj m, adj f		ɐʁɐʃˈtɾadu | ɐʁɐʃˈtɾadɐ	aʁasˈtɾadu | aʁasˈtɾadɐ		ˈdɹæɡd	ˈdræɡd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
bafo		bafo	o bafo	Vapor quente e húmido que sai da boca, especialmente ao respirar.	sm	breath	Hot and humid vapor that comes out of the mouth, especially when breathing.	n	halito	el hálito	Vapor caliente y húmedo que sale de la boca.	sm		u ˈbafu	u ˈbafu		ˈbɹɛθ	ˈbreθ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
poeira		poeira	a poeira	Conjunto de partículas de pó suspensas no ar ou depositadas numa superfície.	sf	dust	Collection of fine particles floating in the air or settling on surfaces.	n	polvo	el polvo	Conjunto de partículas de polvo en el aire o sobre superficies.	sm		ɐ puˈɐjɾɐ	a poˈejɾɐ		ˈdəst	ˈdʌst																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
feições		feições	as feições	Características do rosto de uma pessoa, traços faciais.	sfp	features	Characteristics or traits of a person's face.	np	rasgos	los rasgos	Características del rostro de una persona.	sfp		ɐʃ fɐjˈsõj̃ʃ	aʃ fejˈsõj̃s		ˈfitʃə˞z	ˈfiːtʃəz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
escrevinhar, escrevinhando		escrevinhar, escrevinhando	escrevinhar, escrevinhando	Escrever de forma apressada, desleixada ou sem cuidado com a estética.	v	scribble	To write quickly or carelessly, without attention to form.	v	garabatear	-	Escribir de forma apresurada o descuidada.	v		ʃkɾɨviˈɲaɾ | ʃkɾɨviˈɲɐ̃du	iskɾeviˈɲaʁ | iskɾeviˈɲɐ̃du		ˈskɹɪbəl	ˈskrɪbᵊl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
horas a fio		horas a fio	horas a fio	Expressão que significa por muitas horas seguidas, sem interrupção.	exp	for hours on end	Expression meaning for many continuous hours.	exp	horas seguidas	-	Expresión que indica muchas horas seguidas.	exp		ˈɔɾɐz ɐ ˈfiu	ˈɔɾas a ˈfiu		fə˞ ˈaʊə˞z ˈɔn ˈɛnd	fər ˈaʊəz ɒn ˈend																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte Voc::Time::PT-Tempo
intuito		intuito	o intuito	Propósito ou objetivo que se deseja alcançar.	sm	intent	Purpose or objective one wishes to achieve.	n	intención	la intención	Propósito u objetivo que se desea alcanzar.	sf		u ĩˈtujtu	u ĩˈtujtu		ɪnˈtʰɛnt	ɪnˈtʰent																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
tremeluzante		tremeluzante	o/a tremeluzante	Que brilha de forma intermitente ou oscilante, como uma luz trêmula.	adj m/f	flickering	Shining intermittently or unsteadily, like a trembling light.	adj	titilante	-	Que brilla de manera intermitente o inestable, como una luz temblorosa.	adj m/f		ˈɔɐ tɾɨmɨluˈzɐ̃tɨ	ˈɔɐ tɾemeluˈzɐ̃tʃi		ˈflɪkə˞ɹɪŋ	ˈflɪkərɪŋ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
golfada		golfada	a golfada	Quantidade de líquido expelido com força; pode referir-se também a um jato ou surto de emoção.	sf	gush	Quantity of liquid expelled forcefully; can also refer to a burst of emotion.	n	bocanada	la bocanada	Cantidad de líquido o aire expulsado con fuerza; también puede referirse a un brote de emoción.	sf		ɐ ɡɔɫˈfadɐ	a ɡɔwˈfadɐ		ˈɡəʃ	ˈɡʌʃ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
remeter, remetido		remeter, remetido	remeter, remetido	Enviar algo a alguém ou para algum lugar; também pode significar remeter alguém a uma situação.	v	send	To send something to someone or somewhere; can also refer to referring someone to a situation.	v	remitir, remitido	-	Enviar algo a alguien o a algún lugar; también puede significar remitir a una situación.	v		ʁɨmɨˈteɾ | ʁɨmɨˈtidu	ʁemeˈteʁ | ʁemeˈtʃidu		ˈsɛnd	ˈsend																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
enrugado,a		enrugado, enrugada, enrugadas	enrugado, enrugada, enrugadas	Que apresenta rugas, dobrado ou vincado.	adj m, adj f	wrinkled	Showing wrinkles, folds, or creases.	adj	arrugado, arrugada, arrugadas	-	Que presenta arrugas o pliegues.	adj m, adj f		ẽʁuˈɡadu | ẽʁuˈɡadɐ | ẽʁuˈɡadɐʃ	ẽʁuˈɡadu | ẽʁuˈɡadɐ | ẽʁuˈɡadas		ˈɹɪŋkəld	ˈrɪŋkᵊld																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
correria		correria	a correria	Movimentação rápida e desordenada, geralmente causada por pressa ou confusão.	sf	rush	Fast and disorderly movement, usually caused by urgency or confusion.	n	carrera	la carrera	Movimiento rápido y desordenado, generalmente por prisa.	sf		ɐ kuʁɨˈɾiɐ	a koʁeˈɾiɐ		ˈɹəʃ	ˈrʌʃ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
faces		faces	as faces	Plural de "face"; os lados ou as partes frontais do rosto humano.	sfp	faces	The sides or front parts of a human face.	np	caras	las caras	Partes delanteras o lados del rostro humano.	sfp		ɐʃ ˈfasɨʃ	aʃ ˈfases		ˈfeɪsəz	ˈfeɪsɪz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte Voc::Face::PT-Face-Rosto
púrpura		púrpura, púrpuras	púrpura, púrpuras	Cor entre o vermelho e o roxo, geralmente associada ao sangue ou a emoções intensas.	adj f	purple	Color between red and violet, often associated with blood or intense emotions.	adj	púrpura, púrpuras	-	Color entre rojo y morado, comúnmente asociado con sangre o emociones intensas.	adj f		ˈpuɾpuɾɐ | ˈpuɾpuɾɐʃ	ˈpuʁpuɾɐ | ˈpuʁpuɾas		ˈpʰɜ˞pəl	ˈpʰɜːpᵊl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte Voc::Colors::PT-Color
melhoras da morte		melhoras da morte	as melhoras da morte	Expressão irônica que sugere uma falsa recuperação antes da morte.	exp	deathbed recovery	An ironic expression suggesting a false recovery before death.	exp	mejoría antes de la muerte	la mejoría antes de la muerte	Expresión irónica que sugiere una falsa recuperación antes de la muerte.	exp		ɐʒ mɨˈʎɔɾɐʒ dɐ ˈmɔɾtɨ	aʒ meˈʎɔɾas dɐ ˈmɔʁtʃi		ˈdɛθˌbɛd ɹɪˈkʰəvə˞ɹi	ˈdeθbed rɪˈkʰʌvᵊri																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
descompassado, descompassada		descompassado, descompassada	descompassado, descompassada	Que está fora do ritmo, sem compasso, desordenado.	adj m, adj f	out of rhythm	Being off beat, uncoordinated.	adj	descompasado, descompasada	-	Que está fuera de ritmo o desordenado.	adj m, adj f		dɨʃkõpɐˈsadu | dɨʃkõpɐˈsadɐ	deskõpaˈsadu | deskõpaˈsadɐ		ˈaʊt əv ˈɹɪðəm	ˈaʊt əv ˈrɪðᵊm																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
gretado, gretada		gretado, gretada	gretado, gretada	Que apresenta pequenas fendas ou rachaduras, geralmente por ressecamento.	adj m, adj f	cracked	Showing small fissures or cracks, usually due to dryness.	adj	agrietado, agrietada	-	Que presenta pequeñas grietas o rajaduras.	adj m, adj f		ɡɾɨˈtadu | ɡɾɨˈtadɐ	ɡɾeˈtadu | ɡɾeˈtadɐ		ˈkɹækt	ˈkrækt																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
exéquias		exéquias	as exéquias	Cerimônia religiosa ou fúnebre realizada em homenagem a uma pessoa falecida.	sfp	funeral rites	Religious or funeral ceremony held in honor of a deceased person.	np	exequias	las exequias	Ceremonia religiosa o funeraria en honor a una persona fallecida.	sfp		ɐz iˈzɛkiɐʃ	az iˈzɛkias		ˈfjunə˞ɹəl ˈɹaɪts	ˈfjuːnᵊrᵊl ˈraɪts																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
badalar		badalar	badalar	Soar de forma repetida, especialmente sinos ou campainhas.	v	toll	To sound repeatedly, especially bells.	v	repicar	-	Sonar repetidamente, especialmente campanas.	v		bɐdɐˈlaɾ	badaˈlaʁ		ˈtʰoʊl	ˈtʰəʊl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte
sofreguidão		sofreguidão	a sofreguidão	Ato ou efeito de agir com avidez ou impaciência; ansiedade intensa.	sf	greediness	Intense desire or impatience in pursuing something.	n	la sofreguidumbre			sf		ɐ sufɾɨɡjˈdɐ̃w̃	a sofɾeɡjˈdɐ̃w̃		ˈɡɹidinəs	ˈɡriːdinɪs																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
soou (soar)		soou	soou	Forma do verbo "soar" no pretérito perfeito; produziu som.	v	sounded	Produced a sound; emitted noise.	v	sonó			v		suˈo	soˈo		ˈsaʊndəd	ˈsaʊndɪd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
trajar, trajando		trajar, trajando	trajar, trajando	Verbo relacionado ao ato de vestir ou portar determinado traje.	v	to attire, attiring	To dress in a particular style or clothing.	v	vestir, vistiendo			v		tɾɐˈʒaɾ | tɾɐˈʒɐ̃du	tɾaˈʒaʁ | tɾaˈʒɐ̃du		tu əˈtʰaɪə˞ | əˈtʰaɪə˞ɹɪŋ	tu əˈtʰaɪə | əˈtʰaɪərɪŋ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
tumultos		tumultos	os tumultos	Conjunto de desordens, confusões ou agitações em grupo.	smp	tumults	Disorders, disturbances, or noisy commotions by a group.	np	los tumultos			smp		uʃ tuˈmuɫtuʃ	uʃ tuˈmuwtus		ˈtʰuˌməlts	ˈtʰjuːmʌlts																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
inconformado, inconformada		inconformado, inconformada	o inconformado, a inconformada	Que não aceita ou não se conforma com determinada situação; revoltado(a).	adj m/f	nonconforming, rebellious	Someone who does not accept a given situation.	adj	inconforme, inconformada			adj m/f		u ĩkõfuɾˈmadu | ɐ ĩkõfuɾˈmadɐ	u ĩkõfoʁˈmadu | a ĩkõfoʁˈmadɐ		ˌnɑnkənˈfɔrmɪŋ | ɹɪˈbɛljəs	ˌnɒnkənˈfɔːmɪŋ | rɪˈbeliəs																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
enfezadas		enfezadas	as enfezadas	Que demonstram mau humor ou irritação; zangadas.	adj f	irritated, bad-tempered	Displaying bad mood or annoyance.	adj	enfadadas			adj f		ɐʃ ẽfɨˈzadɐʃ	aʃ ẽfeˈzadas		ˈɪrəˌteɪtəd | ˈbædˈtʰɛmpə˞d	ˈɪrɪteɪtɪd | ˌbædˈtʰempəd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
desabafar, desabafo		desabafar, desabafo	desabafar, o desabafo	Expressar sentimentos ou emoções reprimidas; o ato de aliviar-se emocionalmente.	v/sm	to vent, the vent	To express repressed feelings or emotions; the act of emotional relief.	v/n	desahogar, el desahogo			v/sm		dɨzɐbɐˈfaɾ | u dɨzɐˈbafu	dezabaˈfaʁ | u dezaˈbafu		tə ˈvɛnt | ðə ˈvɛnt	tə ˈvent | ðə ˈvent																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
camarotes (teatro)		camarotes (teatro)	os camarotes	Assentos reservados em andares superiores de teatros, com vista privilegiada ao palco.	smp	box seats	Reserved seating areas in theatres with a privileged view of the stage.	np	los palcos privados			smp		uʃ kɐmɐˈɾɔtɨʃ	uʃ kɐmaˈɾɔtes		ˈbɑks ˈsits	ˈbɒks ˈsiːts																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
verniz		verniz	o verniz	Substância líquida usada para dar brilho ou proteger superfícies; pode referir-se ao material usado em calçados.	sm	varnish	Liquid substance used for gloss or protection of surfaces.	n	el barniz			sm		u vɨɾˈniʃ	u veʁˈniʃ		ˈvɑrnɪʃ	ˈvɑːnɪʃ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
folhos (em renda)		folhos (em renda)	os folhos	Ornamentos franzidos ou plissados usados em roupas, especialmente feitos de renda.	smp	frills	Decorative gathered or pleated strips of fabric, often lace.	np	los volantes			smp		uʃ ˈfɔʎuʃ	uʃ ˈfɔʎus		ˈfɹɪlz	ˈfrɪlz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
